Title,"HE qualifications obtained by subject area, sex, level of qualification, mode of study and country of HE provider",,,,,
(4) Veterinary science,First degree,Part-time,England,Other,2014/15,0
(4) Veterinary science,First degree,Part-time,England,Total,2014/15,0
(4) Veterinary science,First degree,Part-time,England,Female,2015/16,0
(4) Veterinary science,First degree,Part-time,England,Male,2015/16,0
(4) Veterinary science,First degree,Part-time,England,Other,2015/16,0
(4) Veterinary science,First degree,Part-time,England,Total,2015/16,0
(4) Veterinary science,First degree,Part-time,England,Female,2016/17,0
(4) Veterinary science,First degree,Part-time,England,Male,2016/17,0
(4) Veterinary science,First degree,Part-time,England,Other,2016/17,0
(4) Veterinary science,First degree,Part-time,England,Total,2016/17,0
(4) Veterinary science,First degree,Part-time,England,Female,2017/18,0
(4) Veterinary science,First degree,Part-time,England,Male,2017/18,0
(4) Veterinary science,First degree,Part-time,England,Other,2017/18,0
(4) Veterinary science,First degree,Part-time,England,Total,2017/18,0
(4) Veterinary science,First degree,Part-time,England,Female,2018/19,0
(4) Veterinary science,First degree,Part-time,England,Male,2018/19,0
(4) Veterinary science,First degree,Part-time,England,Other,2018/19,0
(4) Veterinary science,First degree,Part-time,England,Total,2018/19,0
(4) Veterinary science,First degree,Full-time,Scotland,Female,2014/15,235
(4) Veterinary science,First degree,Full-time,Scotland,Male,2014/15,65
(4) Veterinary science,First degree,Full-time,Scotland,Other,2014/15,0
(4) Veterinary science,First degree,Full-time,Scotland,Total,2014/15,300
(4) Veterinary science,First degree,Full-time,Scotland,Female,2015/16,220
(4) Veterinary science,First degree,Full-time,Scotland,Male,2015/16,60
(4) Veterinary science,First degree,Full-time,Scotland,Other,2015/16,0
(4) Veterinary science,First degree,Full-time,Scotland,Total,2015/16,280
(4) Veterinary science,First degree,Full-time,Scotland,Female,2016/17,225
(4) Veterinary science,First degree,Full-time,Scotland,Male,2016/17,65
(4) Veterinary science,First degree,Full-time,Scotland,Other,2016/17,0
(4) Veterinary science,First degree,Full-time,Scotland,Total,2016/17,290
(4) Veterinary science,First degree,Full-time,Scotland,Female,2017/18,220
(4) Veterinary science,First degree,Full-time,Scotland,Male,2017/18,45
(4) Veterinary science,First degree,Full-time,Scotland,Other,2017/18,0
(4) Veterinary science,First degree,Full-time,Scotland,Total,2017/18,265
(4) Veterinary science,First degree,Full-time,Scotland,Female,2018/19,225
(4) Veterinary science,First degree,Full-time,Scotland,Male,2018/19,55
(4) Veterinary science,First degree,Full-time,Scotland,Other,2018/19,0
(4) Veterinary science,First degree,Full-time,Scotland,Total,2018/19,280
(4) Veterinary science,First degree,Part-time,Scotland,Female,2014/15,0
(4) Veterinary science,First degree,Part-time,Scotland,Male,2014/15,0
(4) Veterinary science,First degree,Part-time,Scotland,Other,2014/15,0
(4) Veterinary science,First degree,Part-time,Scotland,Total,2014/15,0
(4) Veterinary science,First degree,Part-time,Scotland,Female,2015/16,0
(4) Veterinary science,First degree,Part-time,Scotland,Male,2015/16,0
(4) Veterinary science,First degree,Part-time,Scotland,Other,2015/16,0
(4) Veterinary science,First degree,Part-time,Scotland,Total,2015/16,0
(4) Veterinary science,First degree,Part-time,Scotland,Female,2016/17,0
(4) Veterinary science,First degree,Part-time,Scotland,Male,2016/17,0
(4) Veterinary science,First degree,Part-time,Scotland,Other,2016/17,0
(4) Veterinary science,First degree,Part-time,Scotland,Total,2016/17,0
(4) Veterinary science,First degree,Part-time,Scotland,Female,2017/18,0
(4) Veterinary science,First degree,Part-time,Scotland,Male,2017/18,0
(4) Veterinary science,First degree,Part-time,Scotland,Other,2017/18,0
(4) Veterinary science,First degree,Part-time,Scotland,Total,2017/18,0
(4) Veterinary science,First degree,Part-time,Scotland,Female,2018/19,0
(4) Veterinary science,First degree,Part-time,Scotland,Male,2018/19,0
(4) Veterinary science,First degree,Part-time,Scotland,Other,2018/19,0
(4) Veterinary science,First degree,Part-time,Scotland,Total,2018/19,0
(4) Veterinary science,First degree,Full-time,All,Female,2014/15,815
(4) Veterinary science,First degree,Full-time,All,Male,2014/15,265
(4) Veterinary science,First degree,Full-time,All,Other,2014/15,0
(4) Veterinary science,First degree,Full-time,All,Total,2014/15,1080
(4) Veterinary science,First degree,Full-time,All,Female,2015/16,815
(4) Veterinary science,First degree,Full-time,All,Male,2015/16,245
(4) Veterinary science,First degree,Full-time,All,Other,2015/16,0
(4) Veterinary science,First degree,Full-time,All,Total,2015/16,1060
(4) Veterinary science,First degree,Full-time,All,Female,2016/17,805
(4) Veterinary science,First degree,Full-time,All,Male,2016/17,245
(4) Veterinary science,First degree,Full-time,All,Other,2016/17,0
(4) Veterinary science,First degree,Full-time,All,Total,2016/17,1050
(4) Veterinary science,First degree,Full-time,All,Female,2017/18,850
(4) Veterinary science,First degree,Full-time,All,Male,2017/18,205
(4) Veterinary science,First degree,Full-time,All,Other,2017/18,0
(4) Veterinary science,First degree,Full-time,All,Total,2017/18,1060
(4) Veterinary science,First degree,Full-time,All,Female,2018/19,930
(4) Veterinary science,First degree,Full-time,All,Male,2018/19,235
(4) Veterinary science,First degree,Full-time,All,Other,2018/19,0
(4) Veterinary science,First degree,Full-time,All,Total,2018/19,1165
(4) Veterinary science,First degree,Part-time,All,Female,2014/15,0
(4) Veterinary science,First degree,Part-time,All,Male,2014/15,0
(4) Veterinary science,First degree,Part-time,All,Other,2014/15,0
(4) Veterinary science,First degree,Part-time,All,Total,2014/15,0
(4) Veterinary science,First degree,Part-time,All,Female,2015/16,0
(4) Veterinary science,First degree,Part-time,All,Male,2015/16,0
(4) Veterinary science,First degree,Part-time,All,Other,2015/16,0
(4) Veterinary science,First degree,Part-time,All,Total,2015/16,0
(4) Veterinary science,First degree,Part-time,All,Female,2016/17,0
(4) Veterinary science,First degree,Part-time,All,Male,2016/17,0
(4) Veterinary science,First degree,Part-time,All,Other,2016/17,0
(4) Veterinary science,First degree,Part-time,All,Total,2016/17,5
(4) Veterinary science,First degree,Part-time,All,Female,2017/18,0
(4) Veterinary science,First degree,Part-time,All,Male,2017/18,0
(4) Veterinary science,First degree,Part-time,All,Other,2017/18,0
(4) Veterinary science,First degree,Part-time,All,Total,2017/18,0
(4) Veterinary science,First degree,Part-time,All,Female,2018/19,0
(4) Veterinary science,First degree,Part-time,All,Male,2018/19,0
(4) Veterinary science,First degree,Part-time,All,Other,2018/19,0
(4) Veterinary science,First degree,Part-time,All,Total,2018/19,0
(4) Veterinary science,First degree,All,All,Female,2014/15,815
(4) Veterinary science,First degree,All,All,Male,2014/15,265
(4) Veterinary science,First degree,All,All,Other,2014/15,0
(4) Veterinary science,First degree,All,All,Total,2014/15,1080
(4) Veterinary science,First degree,All,All,Female,2015/16,815
(4) Veterinary science,First degree,All,All,Male,2015/16,245
(4) Veterinary science,First degree,All,All,Other,2015/16,0
(4) Veterinary science,First degree,All,All,Total,2015/16,1065
(4) Veterinary science,First degree,All,All,Female,2016/17,810
(4) Veterinary science,First degree,All,All,Male,2016/17,245
(4) Veterinary science,First degree,All,All,Other,2016/17,0
(4) Veterinary science,First degree,All,All,Total,2016/17,1055
(4) Veterinary science,First degree,All,All,Female,2017/18,850
(4) Veterinary science,First degree,All,All,Male,2017/18,205
(4) Veterinary science,First degree,All,All,Other,2017/18,0
(4) Veterinary science,First degree,All,All,Total,2017/18,1060
(4) Veterinary science,First degree,All,All,Female,2018/19,930
(4) Veterinary science,First degree,All,All,Male,2018/19,235
(4) Veterinary science,First degree,All,All,Other,2018/19,0
(4) Veterinary science,First degree,All,All,Total,2018/19,1165
(4) Veterinary science,First degree,All,England,Female,2014/15,580
(4) Veterinary science,First degree,All,England,Male,2014/15,200
(4) Veterinary science,First degree,All,England,Other,2014/15,0
(4) Veterinary science,First degree,All,England,Total,2014/15,780
(4) Veterinary science,First degree,All,England,Female,2015/16,600
(4) Veterinary science,First degree,All,England,Male,2015/16,185
(4) Veterinary science,First degree,All,England,Other,2015/16,0
(4) Veterinary science,First degree,All,England,Total,2015/16,785
(4) Veterinary science,First degree,All,England,Female,2016/17,585
(4) Veterinary science,First degree,All,England,Male,2016/17,180
(4) Veterinary science,First degree,All,England,Other,2016/17,0
(4) Veterinary science,First degree,All,England,Total,2016/17,765
(4) Veterinary science,First degree,All,England,Female,2017/18,630
(4) Veterinary science,First degree,All,England,Male,2017/18,160
(4) Veterinary science,First degree,All,England,Other,2017/18,0
(4) Veterinary science,First degree,All,England,Total,2017/18,795
(4) Veterinary science,First degree,All,England,Female,2018/19,705
(4) Veterinary science,First degree,All,England,Male,2018/19,180
(4) Veterinary science,First degree,All,England,Other,2018/19,0
(4) Veterinary science,First degree,All,England,Total,2018/19,885
(4) Veterinary science,First degree,All,Scotland,Female,2014/15,235
(4) Veterinary science,First degree,All,Scotland,Male,2014/15,65
(4) Veterinary science,First degree,All,Scotland,Other,2014/15,0
(4) Veterinary science,First degree,All,Scotland,Total,2014/15,300
(4) Veterinary science,First degree,All,Scotland,Female,2015/16,220
(4) Veterinary science,First degree,All,Scotland,Male,2015/16,60
(4) Veterinary science,First degree,All,Scotland,Other,2015/16,0
(4) Veterinary science,First degree,All,Scotland,Total,2015/16,280
(4) Veterinary science,First degree,All,Scotland,Female,2016/17,225
(4) Veterinary science,First degree,All,Scotland,Male,2016/17,65
(4) Veterinary science,First degree,All,Scotland,Other,2016/17,0
(4) Veterinary science,First degree,All,Scotland,Total,2016/17,290
(4) Veterinary science,First degree,All,Scotland,Female,2017/18,220
(4) Veterinary science,First degree,All,Scotland,Male,2017/18,45
(4) Veterinary science,First degree,All,Scotland,Other,2017/18,0
(4) Veterinary science,First degree,All,Scotland,Total,2017/18,265
(4) Veterinary science,First degree,All,Scotland,Female,2018/19,225
(4) Veterinary science,First degree,All,Scotland,Male,2018/19,55
(4) Veterinary science,First degree,All,Scotland,Other,2018/19,0
(4) Veterinary science,First degree,All,Scotland,Total,2018/19,280
(4) Veterinary science,Other undergraduate,Full-time,England,Female,2014/15,10
(4) Veterinary science,Other undergraduate,Full-time,England,Male,2014/15,0
(4) Veterinary science,Other undergraduate,Full-time,England,Other,2014/15,0
(4) Veterinary science,Other undergraduate,Full-time,England,Total,2014/15,10
(4) Veterinary science,Other undergraduate,Full-time,England,Female,2015/16,0
(4) Veterinary science,Other undergraduate,Full-time,England,Male,2015/16,5
(4) Veterinary science,Other undergraduate,Full-time,England,Other,2015/16,0
(4) Veterinary science,Other undergraduate,Full-time,England,Total,2015/16,5
(4) Veterinary science,Other undergraduate,Full-time,England,Female,2016/17,10
(4) Veterinary science,Other undergraduate,Full-time,England,Male,2016/17,5
(4) Veterinary science,Other undergraduate,Full-time,England,Other,2016/17,0
(4) Veterinary science,Other undergraduate,Full-time,England,Total,2016/17,15
(4) Veterinary science,Other undergraduate,Full-time,England,Female,2017/18,15
(4) Veterinary science,Other undergraduate,Full-time,England,Male,2017/18,5
(4) Veterinary science,Other undergraduate,Full-time,England,Other,2017/18,0
(4) Veterinary science,Other undergraduate,Full-time,England,Total,2017/18,20
(4) Veterinary science,Other undergraduate,Full-time,England,Female,2018/19,10
(4) Veterinary science,Other undergraduate,Full-time,England,Male,2018/19,0
(4) Veterinary science,Other undergraduate,Full-time,England,Other,2018/19,0
(4) Veterinary science,Other undergraduate,Full-time,England,Total,2018/19,10
(4) Veterinary science,Other undergraduate,Part-time,England,Female,2014/15,10
(4) Veterinary science,Other undergraduate,Part-time,England,Male,2014/15,0
(4) Veterinary science,Other undergraduate,Part-time,England,Other,2014/15,0
(4) Veterinary science,Other undergraduate,Part-time,England,Total,2014/15,10
(4) Veterinary science,Other undergraduate,Part-time,England,Female,2015/16,15
(4) Veterinary science,Other undergraduate,Part-time,England,Male,2015/16,5
(4) Veterinary science,Other undergraduate,Part-time,England,Other,2015/16,0
(4) Veterinary science,Other undergraduate,Part-time,England,Total,2015/16,20
(4) Veterinary science,Other undergraduate,Part-time,England,Female,2016/17,10
(4) Veterinary science,Other undergraduate,Part-time,England,Male,2016/17,5
(4) Veterinary science,Other undergraduate,Part-time,England,Other,2016/17,0
(4) Veterinary science,Other undergraduate,Part-time,England,Total,2016/17,10
(4) Veterinary science,Other undergraduate,Part-time,England,Female,2017/18,0
(4) Veterinary science,Other undergraduate,Part-time,England,Male,2017/18,0
(4) Veterinary science,Other undergraduate,Part-time,England,Other,2017/18,0
(4) Veterinary science,Other undergraduate,Part-time,England,Total,2017/18,0
(4) Veterinary science,Other undergraduate,Part-time,England,Female,2018/19,5
(4) Veterinary science,Other undergraduate,Part-time,England,Male,2018/19,0
(4) Veterinary science,Other undergraduate,Part-time,England,Other,2018/19,0
(4) Veterinary science,Other undergraduate,Part-time,England,Total,2018/19,5
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Female,2014/15,5
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Male,2014/15,0
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Other,2014/15,0
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Total,2014/15,5
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Female,2015/16,0
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Male,2015/16,0
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Other,2015/16,0
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Total,2015/16,0
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Female,2016/17,5
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Male,2016/17,0
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Other,2016/17,0
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Total,2016/17,5
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Female,2017/18,0
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Male,2017/18,0
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Other,2017/18,0
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Total,2017/18,0
(4) Veterinary science,Other undergraduate,Full-time,Scotland,Female,2018/19,5
